Na,Mg,Al,S,K,Ti,V,Cr,Mn,Fe,Co,Cu,Zn,Sr,Cd,Sn,Ba,Hg,Pb,name
709.07778,126.11111,107.21111,44.17037,3667.25556,80.44444,1.0,5.44444,60.05556,3752.73333,9.55556,95.33333,162.11111,2.22222,1.0,4.77778,2.77778,10.17037,57.88889,APP.15y_7
836.18889,136.0,133.98889,87.6,4258.14444,107.44444,1.0,3.22222,67.05556,3522.17778,13.77778,116.66667,166.33333,4.0,1.0,3.22222,4.77778,10.9,77.22222,APP.15y_8
789.3,145.44444,114.1,95.60741,4316.14444,64.0,1.0,4.33333,76.72222,3270.17778,14.88889,118.55556,149.44444,4.11111,1.68889,6.22222,3.66667,10.5037,68.0,APP.15y_9
2183.92222,336.88889,215.52222,153.15556,9895.27778,400.55556,1.0,5.2,108.43333,5549.53333,8.33333,100.77778,175.33333,9.66667,1.0,9.44444,9.11111,6.15556,54.48889,APP.16_0
2063.36667,357.22222,218.85556,161.04444,9212.5,314.11111,1.10741,4.08889,88.65556,5135.08889,6.66667,97.22222,149.66667,6.88889,1.0,11.88889,10.28889,4.48889,49.48889,APP.16_1
1935.81111,313.88889,188.3,119.6,9045.5,242.44444,1.0,3.14074,103.32222,4888.75556,7.55556,93.11111,167.66667,6.44444,1.0,9.77778,21.88889,4.37778,52.15556,APP.16_2
2007.47778,350.11111,200.18889,117.15556,9000.27778,209.55556,1.0,1.0,103.65556,4626.31111,7.11111,97.22222,155.22222,6.11111,1.0,9.33333,5.46667,6.16296,53.48889,APP.16_3
1956.03333,306.88889,160.74444,94.04444,8776.94444,111.33333,1.0,1.0,112.76667,4238.2,8.55556,88.33333,164.55556,5.0,1.0,11.44444,13.28889,5.4963,59.37778,APP.16_4
1854.14444,283.55556,244.3,98.60741,8105.94444,109.0,1.0,6.22963,97.87778,3918.53333,7.66667,81.77778,148.88889,5.22222,2.43704,10.33333,7.64444,7.4,48.93333,APP.16_5
1712.47778,279.66667,214.96667,145.48889,7708.16667,121.11111,1.21481,4.08889,79.54444,3593.42222,8.66667,77.11111,95.77778,4.88889,1.0,5.22222,7.28889,5.71111,49.37778,APP.16_6
1520.14444,222.0,171.07778,112.04444,6657.72222,105.0,1.0,3.05926,78.98889,3257.75556,6.33333,70.22222,94.88889,4.88889,1.0,4.44444,6.28889,3.36296,42.48889,APP.16_7
1284.47778,197.55556,143.41111,50.15556,5678.05556,271.22222,1.10741,3.14074,60.32222,2963.86667,6.11111,56.44444,82.44444,4.66667,1.0,6.11111,9.11111,2.36296,29.6,APP.16_8
1421.7,211.88889,96.96667,101.71111,5937.94444,144.22222,1.0,1.0,67.87778,2722.75556,6.66667,57.88889,88.33333,3.44444,1.0,5.55556,5.28889,3.47407,35.82222,APP.16_9
3179.72222,1148.11111,129.35556,757.34444,27151.7,47.55556,1.0,9.34815,971.08889,13436.63333,42.37778,464.44444,1665.51111,2.3037,4.22222,10.33333,8.46667,21.63333,96.77778,APP.18_0
3057.27778,1130.66667,130.91111,638.67778,24004.14444,53.55556,1.0,2.8963,908.86667,12548.96667,38.6,430.88889,1601.95556,2.83704,1.77778,2.11111,11.93333,18.71111,91.33333,APP.18_1
2961.61111,954.11111,109.35556,574.12222,23794.7,33.0,1.0,1.0,909.2,12123.52222,41.6,421.77778,1450.4,3.4963,5.88889,3.66667,4.64444,16.74444,88.44444,APP.18_2
2705.5,866.22222,107.91111,620.67778,22100.14444,74.22222,1.0,6.06667,878.64444,11598.74444,36.48889,399.77778,1481.84444,2.07407,2.55556,7.77778,5.64444,20.85556,79.55556,APP.18_3
2631.94444,900.44444,110.46667,618.12222,21543.81111,61.77778,1.0,1.0,829.97778,11204.96667,33.6,374.55556,1419.95556,2.95556,4.22222,6.22222,2.64444,15.18889,86.0,APP.18_4
2586.94444,934.0,115.02222,661.78889,21415.25556,92.66667,1.1037,2.8963,835.08889,10737.63333,34.93333,388.22222,1308.17778,1.85185,4.33333,5.55556,4.64444,15.63333,74.77778,APP.18_5
2687.5,952.22222,117.13333,667.01111,22122.92222,105.22222,1.0,4.95556,879.97778,10238.96667,35.26667,401.66667,1432.95556,3.18519,5.77778,4.55556,4.64444,17.26667,85.55556,APP.18_6
2500.83333,827.66667,98.91111,564.01111,19469.25556,92.66667,1.0,1.0,743.31111,9430.63333,31.6,343.22222,1209.17778,1.95556,6.77778,4.11111,5.46667,20.96667,78.0,APP.18_7
