Na,Mg,Al,S,K,Ti,V,Cr,Mn,Fe,Co,Cu,Zn,Sr,Cd,Sn,Ba,Hg,Pb,name
1514.91385,204.05556,164.52838,13.31318,6625.8858,86.73865,1.0,1.0,72.50498,3140.07147,4.35588,60.60677,83.37978,3.16667,1.0,1.71334,1.0,1.50411,35.10575,APP.16_7
1279.02496,179.83333,136.86171,1.49496,5646.49691,246.14867,1.0,1.0,53.83831,2846.23814,4.02255,46.77343,70.93533,3.11111,1.0,2.76667,1.0,1.0,22.16131,APP.16_8
1414.96941,193.83333,89.19504,12.81821,5941.99691,137.47809,1.0,1.0,60.28275,2605.12703,4.72776,47.9401,77.43533,2.38889,1.0,1.29334,1.0,1.25206,27.99464,APP.16_9
2447.42804,1365.55226,71.31175,469.80332,20795.62203,10.77024,1.0,1.0,81.86915,8501.87963,8.33333,43.27778,730.53453,2.42167,1.10889,3.48207,3.85057,11.19829,14.43568,APP.17_0
2557.76137,1480.94114,48.97841,596.24777,25451.56647,12.05179,1.0,1.0,88.75804,8092.49074,8.33333,51.61111,770.03453,1.395,1.10889,2.44313,4.59168,18.11097,6.68495,APP.17_1
2473.42804,1424.27448,57.42286,557.46999,22663.01092,3.82956,1.0,1.0,81.4247,7693.71297,9.44444,42.88889,770.53453,1.52667,1.21778,2.3084,5.29446,9.36496,6.10381,APP.17_2
2359.15026,1302.94114,59.20064,539.41443,21309.01092,3.82956,1.0,1.0,75.09137,7378.93519,8.83333,46.44444,753.70119,1.65833,1.0,1.26947,2.90612,10.99986,9.60089,APP.17_3
2435.42804,1359.55226,58.31175,565.30332,22325.67758,39.68125,1.0,1.0,82.20248,7169.10186,10.33333,46.0,724.25675,1.50611,1.0,2.84733,5.23891,11.79352,11.712,APP.17_4
2378.59471,1362.77448,66.8673,490.5811,19780.06647,25.15913,1.0,1.0,79.64693,7006.49074,7.61111,37.5,683.53453,1.13167,1.0,2.07787,1.38834,10.92842,10.82019,APP.17_5
2447.4836,1344.4967,60.97841,580.69221,20985.67758,9.99623,1.0,1.0,82.64693,6749.21297,9.55556,35.66667,698.25675,1.79,1.10889,2.48207,3.59168,7.43639,9.51829,APP.17_6
